"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:03 UTC 2025","66","courses.tests","test_services","TestCourseStatusChecker","","","test_deactivate_expired_courses","Test: deactivate_expired_courses() deaktiviert abgelaufene Kurse"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","2","company.tests","test_model","TestCompanyInfoSingleton","","","test_company_info_logo_optional","Test: Logo ist optional (blank=True, null=True)

✅ KORRIGIERT: ImageField.name ist None wenn leer!
"
"passed","Thu Dec 25 12:58:08 UTC 2025","Thu Dec 25 12:58:08 UTC 2025","4","customers.tests","test_models","TestCustomerModel","","","test_customer_no_geocoding_without_address","Test: Kein Geocoding ohne Straße oder Stadt"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","26","courses.tests","test_services","TestCeleryTaskManager","","","test_get_task_name_max_length","Test: get_task_name() wird auf 200 Zeichen gekürzt"
"passed","Thu Dec 25 12:55:45 UTC 2025","Thu Dec 25 12:55:45 UTC 2025","2","courses.tests","test_models","TestLocationModel","","","test_location_created_at_auto_set","Test: created_at wird automatisch gesetzt"
"passed","Thu Dec 25 12:56:51 UTC 2025","Thu Dec 25 12:56:51 UTC 2025","1","invoices.tests","test_models","TestDiscountApplier","","","test_apply_fixed_discount","Test: Festbetrag Rabatt wird angewendet"
"passed","Thu Dec 25 12:59:27 UTC 2025","Thu Dec 25 12:59:27 UTC 2025","23","customers.tests","test_services","TestDiscountCodeGenerator","","","test_date_part_extraction","Test: _get_date_part() extrahiert Monat und Jahr"
"passed","Thu Dec 25 12:55:00 UTC 2025","Thu Dec 25 12:55:00 UTC 2025","4","courses.tests","test_course_emails","TestDiscountCodeRepository","","","test_find_active_for_course_and_customer_only_planned_sent","Test: Findet nur planned oder sent Status"
"passed","Thu Dec 25 12:55:46 UTC 2025","Thu Dec 25 12:55:46 UTC 2025","0","courses.tests","test_models","TestCourseProperties","","","test_course_price_property","Test: price Property gibt Offer-Preis zurück"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestAdminStylesIntegration","","","test_display_helpers_with_various_content","Test: DisplayHelpers mit verschiedenen Content-Types"
"passed","Thu Dec 25 12:58:38 UTC 2025","Thu Dec 25 12:58:38 UTC 2025","2","customers.tests","test_models","TestDiscountCodeCalculation","","","test_calculate_discount_fixed_cap_at_amount","Test: Fester Rabatt kann nicht größer als Betrag sein"
"passed","Thu Dec 25 12:56:49 UTC 2025","Thu Dec 25 12:56:49 UTC 2025","4","invoices.tests","test_models","TestInvoiceNumberGenerator","","","test_generate_year_based","Test: Nummern sind jahresbasiert"
"passed","Thu Dec 25 12:58:36 UTC 2025","Thu Dec 25 12:58:36 UTC 2025","2","customers.tests","test_models","TestDiscountCodeCalculation","","","test_calculate_discount_percentage_zero","Test: Rabatt-Berechnung mit 0%"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_email_base","TestEmailPayload","","","test_validate_requires_html_content","Validierung schlägt fehl ohne HTML-Content"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","3","offers.tests","test_models","TestOfferModel","","","test_offer_tax_rate_default_zero","Test: tax_rate ist default 0.00"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCourseHolidayCalculator","","","test_is_holiday_true","Test: is_holiday() True für Feiertag"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","32","courses.tests","test_services","TestCourseStatusChecker","","","test_is_ongoing_false_not_started","Test: is_ongoing() False wenn noch nicht gestartet"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","1","offers.tests","test_models","TestZPPCertificationModel","","","test_zpp_certification_timestamps","Test: created_at und updated_at werden auto-gesetzt"
"passed","Thu Dec 25 12:56:44 UTC 2025","Thu Dec 25 12:56:44 UTC 2025","1","invoices.tests","test_models","TestTaxCalculator","","","test_calculate_tax_amount_with_tax","Test: Berechnet Steuerbetrag"
"passed","Thu Dec 25 12:57:45 UTC 2025","Thu Dec 25 12:57:45 UTC 2025","7","invoices.tests","test_models","TestInvoiceCancellation","","","test_invoice_email_sent_timestamp","Test: email_sent_at timestamp wird korrekt gespeichert"
"passed","Thu Dec 25 12:57:40 UTC 2025","Thu Dec 25 12:57:40 UTC 2025","2","invoices.tests","test_models","TestInvoiceCancellation","","","test_invoice_prevention_certified_can_be_disabled","Test: is_prevention_certified kann deaktiviert werden"
"passed","Thu Dec 25 12:58:49 UTC 2025","Thu Dec 25 12:58:53 UTC 2025","4305","customers.tests","test_models","TestCustomerIntegration","","","test_customer_discount_code_cascade_delete","Test: Rabattcodes werden gelöscht wenn Kunde gelöscht"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","1","offers.tests","test_models","TestZPPCertificationModel","","","test_zpp_certification_creation","Test: ZPP Zertifizierung wird erstellt"
"passed","Thu Dec 25 12:58:30 UTC 2025","Thu Dec 25 12:58:30 UTC 2025","1","customers.tests","test_models","TestCustomerDiscountCodeModel","","","test_discount_code_description_with_content","Test: Discount Code mit Beschreibung"
"passed","Thu Dec 25 12:56:56 UTC 2025","Thu Dec 25 12:56:56 UTC 2025","1","invoices.tests","test_models","TestDiscountApplier","","","test_apply_fixed_discount_capped_at_amount","Test: Festbetrag Rabatt wird auf amount begrenzt"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","2","company.tests","test_model","TestCompanyInfoSingleton","","","test_company_info_string_representation","Test: __str__ gibt Namen zurück"
"passed","Thu Dec 25 12:56:47 UTC 2025","Thu Dec 25 12:56:47 UTC 2025","1","invoices.tests","test_models","TestDiscountApplier","","","test_get_final_amount_no_discount","Test: Finalbetrag ohne Rabatt"
"passed","Thu Dec 25 12:59:19 UTC 2025","Thu Dec 25 12:59:19 UTC 2025","2","customers.tests","test_services","TestDiscountCodeValidator","","","test_validate_code_passed_expiration","Test: validate() Code ist abgelaufen"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","2","company.tests","test_model","TestCompanyInfoSingleton","","","test_company_info_bic_format","Test: BIC Format ist korrekt"
"passed","Thu Dec 25 12:57:46 UTC 2025","Thu Dec 25 12:57:46 UTC 2025","2","customers.tests","test_models","TestContactChannelModel","","","test_contact_channel_description_optional","Test: Beschreibung ist optional"
"passed","Thu Dec 25 12:55:45 UTC 2025","Thu Dec 25 12:55:45 UTC 2025","3","courses.tests","test_models","TestLocationModel","","","test_location_geocoding_on_save","Test: Geocoding wird aufgerufen wenn nötig"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","1","offers.tests","test_models","TestOfferProperties","","","test_zpp_prevention_id_with_certification","Test: zpp_prevention_id gibt ZPP-ID zurück"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","20","courses.tests","test_services","TestCourseStatusChecker","","","test_is_expired_no_end_date","Test: is_expired() False wenn kein end_date"
"passed","Thu Dec 25 12:55:01 UTC 2025","Thu Dec 25 12:55:01 UTC 2025","4","courses.tests","test_course_emails","TestDiscountCodeService","","","test_get_discount_code_logs_success","Test: Loggt erfolgreiche Suche"
"passed","Thu Dec 25 12:55:59 UTC 2025","Thu Dec 25 12:56:00 UTC 2025","1002","courses.tests","test_services","TestLocationGeocoder","","","test_geocode_timeout_exception","Test: Geocoding mit Timeout Exception"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","24","courses.tests","test_services","TestCeleryTaskManager","","","test_get_task_name_includes_dates","Test: get_task_name() enthält Zeitraum"
"passed","Thu Dec 25 12:55:50 UTC 2025","Thu Dec 25 12:55:50 UTC 2025","42","courses.tests","test_models","TestCourseMethods","","","test_course_deactivate_if_expired_past_date","Test: deactivate_if_expired() deaktiviert abgelaufene Kurse"
"passed","Thu Dec 25 12:57:42 UTC 2025","Thu Dec 25 12:57:46 UTC 2025","4015","invoices.tests","test_models","TestInvoiceIntegration","","","test_invoice_with_discount_workflow","Test: Invoice mit Rabatt Workflow"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","0","courses.tests","test_services","TestCourseScheduleCalculator","","","test_get_course_dates","Test: get_course_dates() gibt Kurstermine zurück"
"passed","Thu Dec 25 12:57:15 UTC 2025","Thu Dec 25 12:57:15 UTC 2025","5","invoices.tests","test_models","TestInvoiceModel","","","test_invoice_creation_with_offer","Test: Invoice mit Offer (statt Course) kann erstellt werden"
"passed","Thu Dec 25 12:56:03 UTC 2025","Thu Dec 25 12:56:24 UTC 2025","21626","courses.tests","test_services","TestCourseParticipantCounter","","","test_get_online_count","Test: get_online_count() zählt Online-Teilnehmer"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","3","offers.tests","test_models","TestOfferIntegration","","","test_zpp_certification_expiry_workflow","Test: ZPP Zertifizierung Ablauf Workflow"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestIconBadge","","","test_error_badge","Test: Error Badge"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","0","courses.tests","test_services","TestCourseHolidayCalculator","","","test_calculator_initialization","Test: Calculator wird initialisiert"
"passed","Thu Dec 25 12:56:58 UTC 2025","Thu Dec 25 12:56:58 UTC 2025","2","invoices.tests","test_models","TestInvoiceInitializer","","","test_initialize_keeps_amount_if_set","Test: Behält amount wenn schon gesetzt"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCourseHolidayCalculator","","","test_get_holidays_in_range","Test: get_holidays_in_range() gibt Feiertage zurück"
"passed","Thu Dec 25 12:57:07 UTC 2025","Thu Dec 25 12:57:07 UTC 2025","3","invoices.tests","test_models","TestInvoiceModel","","","test_invoice_creation","Test: Invoice wird erstellt"
"passed","Thu Dec 25 12:59:12 UTC 2025","Thu Dec 25 12:59:12 UTC 2025","0","customers.tests","test_services","TestDiscountCodeValidator","","","test_validate_valid_code","Test: validate() mit gültigem Code - FIXED: Use dynamic dates"
"passed","Thu Dec 25 12:55:54 UTC 2025","Thu Dec 25 12:55:58 UTC 2025","3523","courses.tests","test_models","TestCourseParticipants","","","test_course_add_online_participant","Test: Online-Teilnehmer hinzufügen"
"passed","Thu Dec 25 12:58:50 UTC 2025","Thu Dec 25 12:58:50 UTC 2025","1","customers.tests","test_models","TestDiscountCodeGeneration","","","test_generate_course_code","Test: generate_course_code() ruft Generator auf"
"passed","Thu Dec 25 12:57:46 UTC 2025","Thu Dec 25 12:57:46 UTC 2025","2","customers.tests","test_models","TestContactChannelModel","","","test_contact_channel_is_active_false","Test: ContactChannel kann deaktiviert werden"
"passed","Thu Dec 25 12:55:11 UTC 2025","Thu Dec 25 12:55:32 UTC 2025","20676","courses.tests","test_course_emails","TestCourseCompletionEmailService","","","test_send_course_completion_email_mixed_participants","Test: send_course_completion_email mit Präsenz + Online"
"passed","Thu Dec 25 12:55:46 UTC 2025","Thu Dec 25 12:55:46 UTC 2025","25","courses.tests","test_models","TestCourseProperties","","","test_course_is_zpp_certified_property","Test: is_zpp_certified Property"
"passed","Thu Dec 25 12:57:57 UTC 2025","Thu Dec 25 12:57:57 UTC 2025","2","customers.tests","test_models","TestCustomerModel","","","test_customer_get_full_address_minimal","Test: get_full_address() mit minimalen Daten"
"passed","Thu Dec 25 12:56:47 UTC 2025","Thu Dec 25 12:56:47 UTC 2025","0","invoices.tests","test_models","TestCourseIdGenerator","","","test_generate_uppercase","Test: ID ist großgeschrieben"
"passed","Thu Dec 25 12:56:38 UTC 2025","Thu Dec 25 12:56:38 UTC 2025","4","invoices.tests","test_models","TestInvoiceNumberGenerator","","","test_generate_first_invoice_of_year","Test: Erste Rechnung des Jahres"
"passed","Thu Dec 25 12:59:08 UTC 2025","Thu Dec 25 12:59:08 UTC 2025","2","customers.tests","test_services","TestAddressGeocoder","","","test_geocode_respects_delay","Test: geocode() beachtet DELAY"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","5","bewegungsradius.tests","test_email_base","TestBaseEmailService","","","test_send_single_email_logs_success","send_single_email loggt erfolgreichen Versand"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestBadgeStyle","","","test_badge_style_has_base_style","Test: BASE_STYLE ist definiert"
"passed","Thu Dec 25 12:59:05 UTC 2025","Thu Dec 25 12:59:06 UTC 2025","1002","customers.tests","test_services","TestAddressGeocoder","","","test_geocode_when_location_not_found","Test: geocode() wenn Adresse nicht gefunden"
"passed","Thu Dec 25 12:56:44 UTC 2025","Thu Dec 25 12:56:44 UTC 2025","1","invoices.tests","test_models","TestTaxCalculator","","","test_calculate_tax_amounts_have_correct_precision","Test: Alle Werte haben Dezimalgenauigkeit 0.01€"
"passed","Thu Dec 25 12:59:49 UTC 2025","Thu Dec 25 12:59:53 UTC 2025","3695","customers.tests","test_services","TestCustomerServicesIntegration","","","test_discount_calculation_chain","Test: Komplette Berechnungs-Kette"
"passed","Thu Dec 25 12:57:41 UTC 2025","Thu Dec 25 12:57:45 UTC 2025","4457","invoices.tests","test_models","TestInvoiceIntegration","","","test_full_invoice_workflow","Test: Kompletter Invoice Workflow"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_payment_status_overdue","Test: payment_status() überfällig"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestPdfServiceFactory","","","test_factory_creates_complete_pdf_generator","Test: Factory erstellt kompletten PdfGenerator"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestSimpleText","","","test_icon_with_color","Test: icon() mit Farbe"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_email_base","TestBaseEmailService","","","test_send_bulk_emails_continues_on_error","send_bulk_emails setzt fort, auch wenn eine Email fehlschlägt"
"passed","Thu Dec 25 12:55:45 UTC 2025","Thu Dec 25 12:55:45 UTC 2025","3","courses.tests","test_models","TestLocationModel","","","test_location_no_geocoding_if_coordinates_exist","Test: Kein Geocoding wenn Koordinaten existieren"
"passed","Thu Dec 25 12:55:01 UTC 2025","Thu Dec 25 12:55:01 UTC 2025","1","courses.tests","test_course_emails","TestDiscountCodeService","","","test_get_discount_code_logs_error_on_exception","Test: Loggt Fehler bei Exception"
"passed","Thu Dec 25 12:58:44 UTC 2025","Thu Dec 25 12:58:44 UTC 2025","1","customers.tests","test_models","TestDiscountCodeStatus","","","test_get_status","Test: get_status() gibt aktuellen Status"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_active_inactive_simple_active","Test: active_inactive_simple() aktiv"
"passed","Thu Dec 25 12:57:05 UTC 2025","Thu Dec 25 12:57:09 UTC 2025","4008","invoices.tests","test_models","TestInvoiceModel","","","test_invoice_tax_amount_property_with_tax","Test: tax_amount Property berechnet Steuern"
"passed","Thu Dec 25 12:58:02 UTC 2025","Thu Dec 25 12:58:06 UTC 2025","4068","customers.tests","test_models","TestCustomerModel","","","test_customer_updated_at_auto_set","Test: updated_at wird automatisch gesetzt"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCourseScheduleCalculator","","","test_get_course_dates_single_week","Test: get_course_dates() mit nur einer Woche"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","2","bewegungsradius.tests","test_pdf_service","TestHtmlToPdfConverter","","","test_convert_empty_pdf_raises_error","Test: Error bei leeren PDF-Bytes"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestHtmlToPdfConverter","","","test_converter_initialization","Test: Converter wird erstellt"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCeleryTaskManager","","","test_calculate_email_send_datetime","Test: calculate_email_send_datetime() berechnet Zeitpunkt (2 Tage vor Start um 08:00)"
"passed","Thu Dec 25 12:57:55 UTC 2025","Thu Dec 25 12:57:55 UTC 2025","6","customers.tests","test_models","TestCustomerModel","","","test_customer_contact_channel_set_null_on_delete","Test: ContactChannel wird auf NULL gesetzt wenn gelöscht"
"passed","Thu Dec 25 12:59:08 UTC 2025","Thu Dec 25 12:59:08 UTC 2025","1","customers.tests","test_services","TestAddressGeocoder","","","test_geocode_with_empty_address","Test: geocode() mit leerer Adresse"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_email_status_icon_only_sent","Test: email_status_icon_only() versendet"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","2","bewegungsradius.tests","test_email_base","TestEmailServiceIntegration","","","test_complete_email_workflow","Kompletter Workflow: Template -> Payload -> Email"
"passed","Thu Dec 25 12:56:44 UTC 2025","Thu Dec 25 12:56:44 UTC 2025","1","invoices.tests","test_models","TestTaxCalculator","","","test_calculate_total_none_amount","Test: None amount gibt 0.00 zurück"
"passed","Thu Dec 25 12:57:31 UTC 2025","Thu Dec 25 12:57:31 UTC 2025","4","invoices.tests","test_models","TestInvoiceSave","","","test_save_amount_formula_correct","Test: amount = original_amount - discount_amount"
"passed","Thu Dec 25 12:58:29 UTC 2025","Thu Dec 25 12:58:29 UTC 2025","2","customers.tests","test_models","TestCustomerDiscountCodeModel","","","test_discount_code_description_optional","Test: Beschreibung ist optional"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestConsumeFileStorage","","","test_save_writes_content","Test: Datei wird mit korrektem Inhalt geschrieben"
"passed","Thu Dec 25 12:57:46 UTC 2025","Thu Dec 25 12:57:50 UTC 2025","4130","customers.tests","test_models","TestCustomerModel","","","test_customer_creation","Test: Customer wird erstellt"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","3","offers.tests","test_models","TestZPPCertificationModel","","","test_zpp_certification_zpp_id_unique","Test: ZPP-ID muss unique sein"
"passed","Thu Dec 25 12:59:18 UTC 2025","Thu Dec 25 12:59:18 UTC 2025","1","customers.tests","test_services","TestDiscountCodeGenerator","","","test_generator_initialization","Test: Generator wird initialisiert"
"passed","Thu Dec 25 12:58:48 UTC 2025","Thu Dec 25 12:58:48 UTC 2025","2","customers.tests","test_models","TestDiscountCodeValidation","","","test_is_valid_calls_validator","Test: is_valid() ruft Validator auf"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","2","courses.tests","test_services","TestLocationGeocoder","","","test_geocode_with_none_address","Test: Geocoding mit None Adresse"
"passed","Thu Dec 25 12:59:07 UTC 2025","Thu Dec 25 12:59:07 UTC 2025","3","customers.tests","test_models","TestDiscountCodeIntegration","","","test_percentage_vs_fixed_discount_comparison","Test: Vergleich Prozent vs. fester Betrag"
"passed","Thu Dec 25 12:59:58 UTC 2025","Thu Dec 25 12:59:58 UTC 2025","1","accounting.tests","test_models","TestAccountingEntryModel","","","test_entry_date_can_be_set","Test: date kann explizit gesetzt werden"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_email_base","TestEmailPayload","","","test_validate_succeeds_with_all_fields","Validierung erfolgreich mit allen Feldern"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","3","offers.tests","test_models","TestOfferModel","","","test_offer_timestamps","Test: created_at und updated_at werden auto-gesetzt"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_yes_no_false","Test: yes_no() mit False"
"passed","Thu Dec 25 12:58:35 UTC 2025","Thu Dec 25 12:58:35 UTC 2025","1","customers.tests","test_models","TestDiscountCodeCalculation","","","test_calculate_discount_percentage_decimal","Test: Rabatt-Berechnung Prozent mit Dezimalzahlen"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_yes_no_icon_only_true","Test: yes_no_icon_only() mit True"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","3","bewegungsradius.tests","test_pdf_service","TestHtmlToPdfConverter","","","test_convert_exception_handling","Test: Exception Handling bei PDF-Fehler"
"passed","Thu Dec 25 12:55:45 UTC 2025","Thu Dec 25 12:55:45 UTC 2025","26","courses.tests","test_models","TestCourseModel","","","test_course_start_time_and_end_time","Test: start_time und end_time können gesetzt werden"
"passed","Thu Dec 25 12:55:58 UTC 2025","Thu Dec 25 12:55:58 UTC 2025","23","courses.tests","test_models","TestCourseParticipants","","","test_course_is_full_inperson_no_location","Test: is_full_inperson False ohne Location"
"passed","Thu Dec 25 12:58:00 UTC 2025","Thu Dec 25 12:58:04 UTC 2025","3625","customers.tests","test_models","TestCustomerModel","","","test_customer_archived_at_null_by_default","Test: archived_at ist null wenn aktiv"
"passed","Thu Dec 25 12:58:57 UTC 2025","Thu Dec 25 12:59:01 UTC 2025","4122","customers.tests","test_models","TestDiscountCodeIntegration","","","test_discount_code_with_creator_and_course","Test: Discount Code mit Creator und Course"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCeleryTaskManager","","","test_calculate_email_send_datetime_past","Test: calculate_email_send_datetime() verschiebt wenn in Vergangenheit"
"passed","Thu Dec 25 12:55:45 UTC 2025","Thu Dec 25 12:55:45 UTC 2025","6","courses.tests","test_models","TestLocationModel","","","test_location_ordering","Test: Locations sind alphabetisch sortiert"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestColors","","","test_colors_has_text_colors","Test: Text Colors sind definiert"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestDisplayHelpers","","","test_highlight_box_error","Test: highlight_box() mit error"
"passed","Thu Dec 25 12:57:39 UTC 2025","Thu Dec 25 12:57:39 UTC 2025","3","invoices.tests","test_models","TestInvoiceCancellation","","","test_invoice_prevention_certified_default_true","Test: is_prevention_certified default ist True"
"passed","Thu Dec 25 12:56:16 UTC 2025","Thu Dec 25 12:56:16 UTC 2025","1","courses.tests","test_services","TestCourseServicesIntegration","","","test_holiday_aware_schedule_calculation","Test: Kursplan mit Feiertagsberücksichtigung"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","1","courses.tests","test_services","TestCeleryTaskManager","","","test_calculate_completion_email_send_datetime","Test: calculate_completion_email_send_datetime() mit end_time"
"passed","Thu Dec 25 12:59:59 UTC 2025","Thu Dec 25 12:59:59 UTC 2025","4","company.tests","test_model","TestCompanyInfoIntegration","","","test_multiple_companies_not_possible","Test: SingletonModel - nur eine Instanz möglich

✅ KORRIGIERT: django-solo erlaubt nur 1 Instance!
Es gibt KEIN get_solo() auf Manager - nutze objects.all()
"
"passed","Thu Dec 25 12:55:46 UTC 2025","Thu Dec 25 12:55:46 UTC 2025","25","courses.tests","test_models","TestCourseProperties","","","test_course_max_participants_without_location","Test: max_participants_inperson wenn keine Location"
"passed","Thu Dec 25 12:59:33 UTC 2025","Thu Dec 25 12:59:33 UTC 2025","1","customers.tests","test_services","TestDiscountCodeCalculator","","","test_calculate_final_amount_no_discount","Test: calculate_final_amount() ohne Rabatt"
"passed","Thu Dec 25 12:58:43 UTC 2025","Thu Dec 25 12:58:43 UTC 2025","2","customers.tests","test_models","TestDiscountCodeCalculation","","","test_get_discount_display_decimal_percentage","Test: Formatierte Rabattanzeige mit Dezimalzahlen"
"passed","Thu Dec 25 12:56:14 UTC 2025","Thu Dec 25 12:56:35 UTC 2025","21717","courses.tests","test_services","TestCourseParticipantCounter","","","test_get_total_count","Test: get_total_count() zählt alle Teilnehmer"
"passed","Thu Dec 25 12:56:22 UTC 2025","Thu Dec 25 12:56:35 UTC 2025","12665","courses.tests","test_services","TestCourseParticipantCounter","","","test_can_add_participant_inperson_true","Test: can_add_participant_inperson() True wenn Platz"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","25","courses.tests","test_services","TestCeleryTaskManager","","","test_get_task_name_consistency","Test: get_task_name() ist konsistent für gleichen Course"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestColors","","","test_colors_has_background_colors","Test: Background Colors sind definiert"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_pdf_service","TestConsumeFileStorage","","","test_storage_initialization_default","Test: Storage mit default base_dir"
"passed","Thu Dec 25 12:59:57 UTC 2025","Thu Dec 25 12:59:57 UTC 2025","1","bewegungsradius.tests","test_admin_styles","TestStatusIndicator","","","test_active_inactive_icon_only_inactive","Test: active_inactive_icon_only() inaktiv"
"passed","Thu Dec 25 12:59:55 UTC 2025","Thu Dec 25 12:59:55 UTC 2025","2","offers.tests","test_models","TestOfferProperties","","","test_zpp_prevention_id_without_certification","Test: zpp_prevention_id ist None ohne Zertifizierung"
"passed","Thu Dec 25 12:56:02 UTC 2025","Thu Dec 25 12:56:02 UTC 2025","30","courses.tests","test_services","TestCourseStatusChecker","","","test_is_ongoing_false_already_ended","Test: is_ongoing() False wenn bereits vorbei"
"passed","Thu Dec 25 12:59:56 UTC 2025","Thu Dec 25 12:59:56 UTC 2025","0","bewegungsradius.tests","test_admin_styles","TestBadgeStyle","","","test_badge_warning","Test: Warning Badge"
"passed","Thu Dec 25 12:55:02 UTC 2025","Thu Dec 25 12:55:02 UTC 2025","1","courses.tests","test_course_emails","TestCourseCompletionEmailService","","","test_service_initialization","Test: Service wird initialisiert"
"passed","Thu Dec 25 12:55:12 UTC 2025","Thu Dec 25 12:55:16 UTC 2025","3657","courses.tests","test_course_emails","TestCourseEmailServicesIntegration","","","test_discount_code_service_in_completion_email","Test: DiscountCodeService wird in CompletionEmailService genutzt"
"passed","Thu Dec 25 12:58:58 UTC 2025","Thu Dec 25 12:59:02 UTC 2025","3987","customers.tests","test_models","TestComplexScenarios","","","test_customer_migration_between_channels","Test: Kunde wechselt Kontaktkanal"
